"resp","response_token","timestamp","pdq1","pdq2","pdq3","pdq4","pdq5","pdq6","pdq7","pdq8"
"1431","e6a76880fb031f4f693e7669cbed7cf90614a6eb754d0fd86677ed9427c0c69e","1432164357","2015","4","female","baker","no","yes","22","yes"
"1432","18e52a52f1423b856d6e9216d9e0dffae5c2ea6dc5a0299abb26e1aabcf96264","1432164477","2017","2","male","fraternity","frat","yes","20","yes"
"1433","2fe943d9247be059c84b8d5d080e20a7e27c732271fa0eccfca4df8e06e9f8a5","1432164482","2018","le1","male","baker","frat","yes","18","yes"
"1434","eb44de6ad50ea3a27e43e07c2568ddace22e949ca1449dd3cc8f0f3e6346f52d","1432164695","2018","le1","female","simmons","no","yes","19","yes"
"1435","b411777ddc6e4e0919757c011e61035d412e766b35379853d2cc908e7f6d00b7","1432164785","2016","3","trans","ilg","frat","no","18","yes"
"1436","27cfd717c473d20d14dc242fadd716fe594969e83c63ad85320c44d07a90f384","1432164795","2017","2","male","simmons","frat","no","20","yes"
"1437","a1fd92c788430ec1b441b325dd5e22589218f35b5ea8d0e38eb5ca5e7641e67e","1432164845","2017","2","female","maseeh","no","yes","20","yes"
"1438","f394a7938b9a47f7b27b9591350c58fc5ca52dcc81020d860a0aa138aa006351","1432164946","2017","2","male","macgregor","frat","yes","19","yes"
"1439","a60aca116c3f822bb332348d5b01729181f553211f5141fbcd1ac0a9abb74abe","1432165042","2017","2","female","random","no","yes","19","yes"
"1440","e1ede72cda37712aa4e73226528f79e79c7939913cb51e4ded3b1e907f892bea","1432165056","2018","le1","male","bc","frat","yes","19","yes"
"1441","a70a601f7a1065d4b32feab655fb0df30d85feb36337aa3ca3b3781276f37bcd","1432165106","2018","le1","male","simmons","frat","yes","20","yes"
"1442","5340fcd0e96e31c1a1904e664dec2787d27e600d701437a599fb5ea44c35f380","1432165184","2016","3","male","east_campus","no","yes","21","yes"
"1443","20d56d3c2af8680678ce4f7b7cc2be2623e3a6a06d70946963e6f606016b19c2","1432165223","2017","2","female","bc","no","yes","20","yes"
"1444","e45b83740d941c499cdb36d44fa15516a44880205ac5ef9d5edbc5776df06740","1432165280","2017","2","female","baker","sorority","yes","19","yes"
"1445","1ade100a5d83149f2642b1ed8ebcabe03cf4ed5a63196df531af0612573f4671","1432165481","2018","le1","female","mccormick","no","yes","19","yes"
"1446","a3ff3be942ca0e4fb363ea26153a2c0d6e00344169cc68a30aa7b9e8deb0a790","1432165517","2015","4","female","bc","sorority","no","22","yes"
"1447","c013d5f2efcc6671edf5c66471981de62779c93d00df9d63febea9de4407994d","1432165539","2017","3","male","simmons","no","yes","24","yes"
"1448","2c8f2ebfde06bef37c025fa6fd08551fe73c14f439cd8417ac246ad9c893085b","1432165590","2017","2","male","new_house","no","yes","19","yes"
"1449","bf163cf56489cb32bd4409cc4114bcf0876b0e540742ebb41e61f1bc584a6aa9","1432165622","2017","2","male","new_house","no","yes","19","yes"
"1450","4d9f70b3a14cbfb430af68768d9901d7e5be2325a4551e194a5c811a842e342f","1432165888","2018","le1","male","macgregor","frat","yes","19","yes"
"1451","3fd729e5841465515d28fa60d26a6d3aa3306a267f122a598d6e14ec323035e6","1432165938","2016","3","female","simmons","no","yes","21","yes"
"1452","42e3fa00ca90ca0485f06e714c60e679fa490c2e7b31d96dc4b9601d6a181d74","1432166053","2017","2","female","maseeh","no","yes","20","yes"
"1453","d91955e061cd48ae03bce3f1f22a943307f5e63b2e9abc856ff7b984f8492ea0","1432180588","2015","4","male","fraternity","frat","yes","22","pref_no"
"1454","ece2162846627c9c29ab28d8c049ec43d19473d706b56acd497b7e7695295311","1432166389","2017","2","male","fraternity","frat","no","19","yes"
"1455","54b9421dbedb34ee3a83bab0e36a9d408e32c24c6385860818fd3a2ea10df2ca","1432166413","2018","le1","female","bc","no","yes","NANS","yes"
"1456","d6c37fabb416e9b0e739672e326c13816c31fc82b8acaacbacbbc328b83affab","1432166443","2016","3","male","next_house","no","yes","21","yes"
"1457","229c1d4329c87271564a81dec18e60d2692d4e315dbf923c9cb2cb88328a4a36","1432166473","2018","le1","female","simmons","sorority","yes","19","yes"
"1458","0c0013a97360746668ff184a91871b8cbe030fcb80239e59c255ec64030f2d3e","1432166537","2015","4","female","off_campus","no","yes","24","yes"
"1459","518dc6189eccca4ec9c32526add861756069809011b25e5c865822f0e74b4d01","1432166614","2015","ge5","male","east_campus","frat","yes","23","yes"
"1460","58eb09df3d7db7f76c2e852c24bfe318053364f9c93767410624247d32e39acb","1432166629","2015","4","female","maseeh","no","yes","20","yes"
"1461","4130260fa2c215a0a87ac27aaf1a25034cfeeda5257d744cb8e73fc9c828615f","1432166695","2018","le1","female","simmons","no","yes","19","yes"
"1462","6293339b33ac81e8091db814464dd8a6ca2d4be2df05bae91d20b453e0470498","1432166784","2015","4","female","off_campus","sorority","yes","22","yes"
"1463","fd2654787bd213b2bf4cec500edd6efb429fcb1193c77d5ad94b160775ea9413","1432167104","2016","3","male","fraternity","frat","yes","21","yes"
"1464","c2bae1b0eae4f80fbde457f9d2a15e0637afd6ad247cc1be0d4c274aa6633555","1432167410","2016","3","male","fraternity","frat","yes","21","yes"
"1465","08145fa15b223572233885ff6bf3d70d6cf1a944068583e9bf69999535b09d55","1432167724","2018","le1","male","baker","frat","yes","18","yes"
"1466","114b112da8a09c32fc75fbf77456c04836705b0c7781b73ec9ccc8e44a91e9c7","1432167813","2017","2","female","next_house","no","yes","20","yes"
"1467","77ef07cb075ec770e48a0bc484efe542b63a12b007356c641ff78478bb893ab4","1432168088","2015","4","male","next_house","no","yes","21","yes"
"1468","67fcaece94ba21850119c92aaf3cbc9110610f2751ad7883ef31eda2665c3db9","1432168342","2018","le1","male","next_house","no","yes","19","yes"
"1469","e1ad9a4da816587b8380a34bb87bffe10be6790189ca455de439dee1a3cb4ef2","1432168400","2016","3","female","bc","no","yes","20","yes"
"1470","42352532f70687e0eb7cb4c0cfd0cbd10d2997119d7e4ae7faf8ffa61e79fb2a","1432168654","2015","4","male","simmons","no","yes","22","yes"
"1471","60ae992ddbedfe24b4089ad396b71d10dae2c4ade0248d4fa0c60cffac08ddf7","1432168682","2017","2","female","sorority","sorority","yes","20","yes"
"1472","b683155a0d381e2698758a9616d46576a143b4526ede2a687cf208a64d4cd5b5","1432168844","2017","2","male","random","no","yes","19","yes"
"1473","9840846450618b297c8af612d5f67a99fd6f5ca0f54ffa809471d8937e924017","1432169674","2017","2","male","maseeh","no","yes","20","yes"
"1474","b34a7326d4c632cb3458b7e8e07828461dbb31b801413e43f64656a09479a679","1432169765","2016","3","female","next_house","no","yes","21","yes"
"1475","96a2925227a3fe0a00e6efa1b196bec563396a3175757a6d610d64bdb9987693","1432170233","2016","3","male","other","frat","yes","20","yes"
"1476","00345938c6f58eedd12a7721a4a97a6eb04a51e2e0a369d1c85783560219aa68","1432170445","2015","4","male","ilg","no","yes","22","yes"
"1477","de27ccd3c4367ac4cef23e972dd342610a578a8fa2070c66946fc461191b2155","1432170881","2017","2","female","mccormick","no","yes","20","yes"
"1478","2e617c5d2267a1040f457f30a6672d689d44f9e2e43aa8e9a53ecdf6be518c5f","1432170978","2017","2","male","fraternity","frat","yes","20","yes"
"1479","e6c4db326a50216ffb4e1185d14067b3dcff49546ed68a165f5e8d36b6620511","1432171366","2015","4","male","fraternity","frat","yes","22","yes"
"1480","aca8d94c9c44a1594f9dcf7e7d471091ccfcdc4f89ba8ca917cc6af51f324882","1432171749","2017","2","male","maseeh","no","no","21","yes"
"1481","205b95e8caf21cb150962ebb72664d1f11171626f2e7cb26750e790a0c63a26d","1432171811","2016","3","male","east_campus","no","yes","20","yes"
"1482","6fa9761a2401a4836cc0f6728a7ea60feffc6276c12e4f0249524a4f772ec7b3","1432171855","2015","4","female","east_campus","no","yes","21","yes"
"1483","30587a64fa716b961ab494c083b393bb73baf014e12218035b91c04d99dab65a","1432172239","2018","le1","male","simmons","no","yes","18","yes"
"1484","71c8921e64075a43d83f9e1e0055ad6c1be3174d54ce324810eb997790e542d6","1432172503","2015","4","female","new_house","no","yes","22","yes"
"1485","2b447fb544745fecdf5d3a7586d3972a5f481bf11cca4dca8f5730da422cfde7","1432173018","2018","le1","other","random","no","yes","19","yes"
"1486","30977caeebf8db81463ff5533c8adae781edf087c0b9696e638c28f74f4afb08","1432173045","2015","4","female","sorority","sorority","yes","22","yes"
"1487","8595ee9997ee30eeaada23fd12724f76781f1f8d80379314ea83fa0185acd745","1432175881","2015","4","female","simmons","NANS","yes","22","yes"
"1488","bfe038c82aae0bdbea83ec3cb73cbc56c89087336194aee5861fc470ef3936c8","1432176157","2016","2","female","senior_house","no","yes","21","yes"
"1489","91cab028f05202590f95fa0d6c18d97a5215a16a52d9422aef2092680e349cca","1432176590","2017","2","female","new_house","no","yes","19","yes"
"1490","16a7528d4e879a7280f70fc94e32d27e87a05137800a76c635e2cf607664e514","1432176782","2017","2","female","maseeh","no","yes","20","yes"
"1491","841f90bafc79440c75b07536940229728f2ac07fe1c44a9bce83112a645cb389","1432176910","2017","2","male","fraternity","frat","yes","20","yes"
"1492","8ee0ab8702a3ed6cdf1306392183b9ea458c57f450e15797af0fae3c40854622","1432176992","2016","3","female","maseeh","sorority","yes","20","yes"
"1493","41d51cca920e83d7aeaf6256ba7b5a81c264e4aeb32d7560ac693771083a2469","1432177135","2018","le1","male","maseeh","no","yes","19","yes"
"1494","72db5c2215709ba372fbf18bca5b3210a30711e1cca41fb36498bcb27e485176","1432177571","2017","2","female","bc","no","yes","20","yes"
"1495","191cb6287f6e840e9b745abe6a8fb4c1e7a68d4a6609c78d204c06e901e2b22c","1432178039","2018","2","female","NANS","no","yes","NANS","yes"
"1496","e69211b05a54734042c7c7201b326702099633fbe477fbd390c429dad099c4e2","1432178485","2018","le1","other","east_campus","no","yes","19","yes"
"1497","efb6dd4b83d58cd2969acea0cd2717632fb4dbbd344e37e5ff9443749943b34f","1432179536","2016","3","female","simmons","no","yes","21","yes"
"1498","4a6d689eaf543d430846bd637dfd6153a516f52ae6f9c50ee62b39a91fd7831c","1432181562","NANS","4","female","senior_house","no","yes","22","no"
"1499","2a81e285e0fd63abef296a7da71b13127233e698d60531d2f6058b70ee7b1f87","1432182553","2017","2","male","maseeh","no","yes","19","yes"
"1500","ad8fe7551d729e7c423e7406272e0f564c3af390e500c30e5559618a22e6b816","1432187785","2015","4","male","baker","no","yes","21","yes"
"1501","ea20115520c1cd1982fcfc306fdf4138f2b9fb57aed7fd64cf661b1a2318201c","1432188965","2016","3","male","east_campus","no","yes","21","yes"
"1502","dbfa0b874e547d2bc995e38600fb8105e61cf9994fb544bef063345fb435f6eb","1432192891","2016","3","male","fraternity","frat","yes","21","yes"
"1503","aa3d333ee95aefb3a75b96d126b58745ceebb80e1845a89ce01bc40a44f744bc","1432197240","2016","3","female","sorority","sorority","yes","20","yes"
"1504","b715fd93569ed84602d34b3b3d268d799495cef5b6616b307db7aff0ea85f8ae","1432215803","2015","le1","male","macgregor","frat","no","22","no"
"1505","190c57aebb8e1c855826005367af05c03fe56a3a3e8bf756bb3383f47fc8d07b","1432217085","2015","4","female","mccormick","no","no","22","yes"
"1506","13f0cdc90cc88fd9034cf41bb910aa9d197936c0e733fa7b6c0af526ac6d2ca8","1432218722","2016","ge5","female","sorority","sorority","yes","21","yes"
"1507","12531fffd093460d2b31a979aa99eccb28c599baa569b7cdba030cea1e2b33d1","1432221374","2016","3","male","new_house","no","no","21","yes"
"1508","c6dd2e350ee2bd25f838e59bdc4c428d53fbdfbd39c10584417f2332e5938370","1432222636","2015","4","male","maseeh","frat","yes","23","yes"
"1509","16105ec8257b9bac6f146bc83b9fc5dc3e84169692345a84af0b85b40d61b41a","1432224343","2015","4","female","next_house","no","yes","22","yes"
"1510","e812074559d66367382dbee41332b2b75218dd8e51e12cd2611e7ba04bd6da04","1432226474","NANS","NANS","NANS","NANS","NANS","NANS","NANS","yes"
"1511","c20a94bc81e03a6ef6ee21e441444b444027618d4b3b0dfb6f63077c88d61767","1432228302","2017","2","female","fraternity","frat","yes","20","yes"
"1512","168b6f670356d61cddc021c642adc206b2a0e06347bb27f96342fa77fd640fa6","1432233981","2016","3","female","east_campus","no","yes","21","yes"
"1513","9fc39f41d343780d0aa6afacbc8372747697276a59f1a33bcdd7bbdeaf3f2ffd","1432235149","2016","3","male","bc","no","yes","22","yes"
"1514","554b73250a7feca5bf33ae72daf3c6b1e610f010fcaee97754acd62307cf7ae2","1432240070","2016","3","female","sorority","sorority","yes","21","yes"
"1515","34dc08c6a1be24975d91a4157ea92d709a6c8616934603077d4a0c2df5f6d2cc","1432241144","2016","3","male","maseeh","no","yes","21","yes"
"1516","49283a000e73a2aaecda47d9503ffd56b1a701d961f8967aad78bcc5daa52bce","1432241504","2018","le1","male","maseeh","frat","yes","18","yes"
"1517","190ef96045e159b8b67ba0d5d95e62e1b41b59c2eca652e53558cf31cd952b11","1432244919","2017","2","female","maseeh","sorority","yes","19","no"
"1518","6990368eba0e4a0c410df434e5eabe38122e3a0f9a3569954c25f765add518ff","1432246767","2016","3","male","bc","no","yes","21","yes"
"1519","c1cb0a5c5cdc8e157304397486fdb7fa65148abb034f2a89bce1da17d61f6ac4","1432251072","2017","2","female","maseeh","sorority","yes","20","yes"
"1520","aed0a2614d0e1ad436729aa230830ff20fe393118efaedd2c710bf484f19d459","1432252590","2016","3","male","new_house","no","yes","21","yes"
"1521","9a2ebaa1b30c38d5976817ef3197de015136d37a40aed58c5b83c2c45ae1f2d8","1432255356","2016","3","male","next_house","no","yes","21","yes"
"1522","65d2c53719562eb281f058985d13655f5c94848fb7ef9a9a95a4d0f8df5ead78","1432261587","2016","3","male","maseeh","no","yes","20","yes"
"1523","9de00b5ef1dab1f8318e67c0144349a627f224c90981c6908d371a798f51edcd","1432276253","2017","2","female","sorority","sorority","yes","20","yes"
"1524","d67203a65c7702660afa4288c0e86b77eabee579d81602c4090c52e8eb787e83","1432307800","2015","ge5","male","off_campus","no","yes","23","yes"
"1525","5496edcaa028217214ba801e2260252aa52fed7ec722e0f94d768e5a52449b56","1432307983","2015","4","male","fraternity","frat","yes","21","yes"
"1526","374865a6d2bffbb592cdb25f122f3cc7279537babefa21d2d15af979f430e649","1432311141","2015","4","female","new_house","no","yes","22","yes"
"1527","ceaff441ddc0d188ebdcf44feae1328ed4e63069c755a17f3272c90828e47110","1432314030","2015","4","male","fraternity","frat","yes","22","yes"
"1528","be711866bec92bb74ebabd912d1a01266762dccb5c9764bb0e409a0552c97713","1432327802","2017","2","female","bc","sorority","yes","20","yes"
"1529","1842a9ed893e0894a1519e98f4b5052868eadf3627704c7774aa662f30125c53","1432343068","2015","4","male","new_house","no","yes","22","yes"
"1530","bc739c85ca02d2e25a124b45f53f0caf531b10c3878f5b2f15da84a7ad895c58","1432343107","2017","2","male","next_house","no","no","NANS","yes"
"1531","ec8aaa31fe63a7a1571548e4a8fdbc2b650368eb51291ef3d9a0b46db7175489","1432343371","2015","4","female","sorority","sorority","yes","21","yes"
"1532","7f7147219d9b06c9678ad6e567a2d323bc46847fa54f020b5ab53fce0e72633a","1432343698","2017","2","female","sorority","sorority","yes","19","yes"
"1533","7913a6bb689e2dd82ded6b6c76f5b9bfe575dc5a9eeaee2066060368382aed0a","1432344243","2015","3","male","new_house","no","no","21","yes"
"1534","b83b06df8cb5993b582565745e478489c56f4a471fb812f3854777c3b30d87f4","1432344261","2016","3","male","fraternity","frat","yes","21","no"
"1535","63f53dfc050bcfd22c5adb993879cef78df4130aa373be39abcc8dee104b782e","1432344678","2017","2","female","sorority","sorority","yes","19","yes"
"1536","fb427eae66fb17833934574cd1bd49c602a66433f9a2abd2c7218a2a38f50311","1432344690","2017","2","male","random","no","yes","20","yes"
"1537","2c4b59384051a34f3ac688972334d6824ff99941019d79d831d3c2782a2d9910","1432344742","2017","2","male","simmons","no","yes","19","yes"
"1538","03db2d588e16cba7ff947c1f447ac3237b633afe198b82c9aab0378d57202af1","1432344858","2018","le1","male","new_house","no","no","19","yes"
"1539","61dd39569065f96a00e58cfe5bb05a8a1b21f8af629e1eea1b7a53f8b5242788","1432344947","2018","le1","female","new_house","sorority","yes","19","yes"
"1540","3a0994484a7e3c71287e24b6e18f85203cc4fa0c02d60ba1c1721b6683ae9618","1432345494","2018","le1","female","maseeh","sorority","yes","19","yes"
"1541","cca01c58611c91175e4055259bdd135faaf0c3ce266c1d225c73bc2d830ec7e5","1432345616","2015","4","female","baker","no","yes","22","yes"
"1542","f54145029ff6a8bfcf194f3d8c2dffd2a40bee4223ac1c9d9918f34a16cbeac1","1432346123","2018","le1","male","macgregor","no","yes","19","yes"
"1543","1019faf791315e33063445330ba7bcdf4c997f672bcc607b78810f1d3cd8d6e3","1432346344","2017","2","male","bc","no","yes","20","yes"
"1544","fcf51ec2b614fb709d6e415630f95ae4a857e5089fcee51623316934fc0e7431","1432346591","2018","le1","female","other","no","yes","19","no"
"1545","bba1807d17156f210cefeba94461c48acf6e664da8a90ba9282730b33ea9b7ef","1432346991","2018","le1","male","new_house","no","yes","19","yes"
"1546","9ef2fec6993e9a8d43a1286ad0aa3e1cdc97d84c50b6b2dfc656b36d26b58a25","1432347199","2017","2","female","mccormick","no","yes","19","yes"
"1547","7275151e7728b67da1cbd3ee8103187322977e6ecc62a433a96a1dd06dd7fe54","1432347327","2018","le1","female","maseeh","sorority","yes","19","yes"
"1548","9837e27b4a8f75545ca17a4fcc18753897ff5cacd784c7699ebd7037832d330d","1432347437","2016","3","female","senior_house","no","yes","21","yes"
"1549","5bdf30a1db031744c6c3faf7ccb11dfad838f2f699bc268f3a4694f992c54f74","1432347528","2016","3","female","bc","no","yes","21","yes"
"1550","752d2b359ba47d5d0d6f1db42a0abab394db83bce0d0f88064fa1c8c7c687769","1432347764","2018","le1","female","bc","no","yes","19","yes"
"1551","c348bf2c249234a6e6a2382f91f7a7715c71a7f480212353c458f0f85d94f65a","1432348364","2017","le1","male","other","no","no","21","pref_no"
"1552","0404e865a873533f8f682cf89804652c86e2bb3b7517daffa822df2713ac7da8","1432348733","2016","3","female","baker","sorority","yes","21","yes"
"1553","8e182c26313d07a4381f2857f925b0f9a3d3cd0604969e93d18d542e78dae313","1432348968","2018","le1","male","baker","frat","yes","19","yes"
"1554","378fbaea2957f8702c12483c0cdc3a40a030127eaa05fb967370c8cd6d799947","1432349271","2015","4","female","mccormick","no","yes","22","yes"
"1555","e35fecfd6eaceae656d938b53553117b5a252394dda975877157a48849d00af5","1432349465","2018","le1","male","maseeh","no","yes","19","yes"
"1556","3acac5f60008c84ad2117847e3e2558d08a9b1d1fe5c6414f7bbd70dfd851925","1432349742","2017","2","female","new_house","no","yes","19","yes"
"1557","6854a2fbbb03646fb985ca4fafe4102c6d67a9a347421ac70a533deb954cf90b","1432349840","2018","le1","female","bc","no","yes","19","yes"
"1558","97ea68f9430f714a33ba9dc7c38b778231f7f5bb38837dd223264bf311563415","1432349865","2017","2","male","next_house","no","yes","19","yes"
"1559","cf7aa2ca59f41a430c32250353bfbb354a254dbe064cba68574c5b7465c3df0c","1432350085","2015","4","female","bc","no","yes","22","yes"
"1560","e65534ffe0eaadb8c96df7ba447a909b9cceaaf85562e7b18bbf846659ae20a8","1432350302","2018","le1","female","maseeh","sorority","yes","18","yes"
"1561","f683643503fc63cd53970f7d5cde2898203d26916a7c146741b732e2889053f8","1432350404","2015","4","female","simmons","no","yes","22","yes"
"1562","ac2d5019188756ce2f0dda217e2af956863c45d1a89d8eba2633622d250b87b2","1432350474","2017","2","male","fraternity","frat","yes","20","yes"
"1563","9a0b65abe31359dc9e7a2d4ee2fae2618e1b365378d56d355974bb0104d25cc3","1432350478","2017","2","male","off_campus","frat","yes","20","yes"
"1564","b173ac903e5e2d9e253254052072cdc58216c0c7eed7ef9b86a5a40bd842a589","1432350645","2016","3","male","fraternity","frat","yes","20","yes"
"1565","f6570ee53c5d468fa9398cbae3e51743ea994dd18c622d576c3cb344951c4f88","1432350731","2017","2","trans","next_house","no","yes","20","yes"
"1566","eae9336f9cecdb5b6a8927dc77b5887ad2b66ea725b8fb5b3908aac4571ccd90","1432350733","2017","2","male","east_campus","frat","yes","20","yes"
"1567","bf5ac47fb4f4caaf06f518e27c6345d2285a2e1ae09d4bf8135cb5da0af0d25a","1432350764","2017","2","male","east_campus","no","yes","18","yes"
"1568","efa10bbfdb1fe891bb16847244214a98661fcdbc434b5602ebb20d82585eb5f4","1432350944","2018","le1","male","east_campus","frat","yes","18","yes"
"1569","b652f6d3b6b0dbd17d400f9ab0e5affc85c0700a885fee9eed66da232609249b","1432351000","2017","2","female","senior_house","sorority","yes","19","yes"
"1570","e18b5f17852a96f263845a987e651f60f89af8abd976394fd812522ea14ebc01","1432351035","2015","4","female","baker","no","yes","21","yes"
"1571","8b4b7b1b5ade8328a9075b73cf4f57333faf204ff04d990b11e848cad5701d8c","1432351149","2018","le1","male","simmons","no","yes","18","yes"
"1572","130ac76c9ed6367fe3bf69773f9590215e13003f729ac2af098bcf7c9aa48bb8","1432351495","2016","3","female","sorority","sorority","yes","20","yes"
"1573","f918da3bd54959df62f7ea0644fa6a0f6da2d5d96b817fd4b567cc0f4c282711","1432351747","2017","2","female","new_house","NANS","yes","19","yes"
"1574","9e3f1ac421b07ab9d25b9d3faefbe22dd4abb47630f2a0e32ccf1e07a0380d70","1432351889","2018","le1","female","baker","no","yes","19","yes"
"1575","5a32a331ca4fe6f8563cd022872558a95707053e7e02e0c24f246a5d8b705176","1432352113","2017","2","male","fraternity","frat","yes","19","yes"
"1576","5705a324f5456348efcaad0968547eca0c4cb639567512700b11959c310b5202","1432352546","2018","le1","male","east_campus","frat","yes","19","yes"
"1577","58cb1ce47f00c3afa663173833982cd8847308a5dad5226e3d4a66b0fd17a5ae","1432352843","2016","3","male","fraternity","frat","yes","21","yes"
"1578","07cd676e7ed2f5de3d2d80547a54fb46dbe87892b362c4426effbcf22a2f8e61","1432353356","2017","2","female","mccormick","no","yes","20","yes"
"1579","024a27177c0ad587060c7db862a1e0afd263e20540a3fc091ee6f19149bf48c4","1432353654","2015","4","male","other","frat","no","23","pref_no"
"1580","d6e8dcd200d87beb49ffed486cb6267e33a987ffc74cc11d86040a0075d80372","1432354231","2017","2","male","macgregor","no","yes","19","yes"
"1581","a7bc0baa1c84cdebb89f6249f9a1da77176dbba381d9116a16acd0dc4e788690","1432354864","2016","3","female","maseeh","sorority","yes","21","yes"
"1582","1e8d7572c62498253c375947637ae85a67d9c9dd0267561ffa3c913ef12c6c26","1432354963","2017","2","male","maseeh","no","no","20","yes"
"1583","e9b082b4ebddf401fabbbe8b324a5b9e2f15d60eae205cdbcf9f3a7cda1fa03c","1432355145","2017","2","female","new_house","no","no","21","yes"
"1584","c3cf1ff818ec5d590a1e7aa860de0956001f821071c7d470031a41b9682d780a","1432355304","2017","2","male","fraternity","frat","no","20","yes"
"1585","cc8be72b17ae21820926a905c87c81c833111965f97930b61808293b768ee8da","1432355944","2017","2","male","bc","no","yes","18","yes"
"1586","d1316f941dd2047595ccd71102c96ff219e3b61401c98e8a493eea0440edacb4","1432355981","2016","3","male","fraternity","frat","yes","20","yes"
"1587","7479c21b4bad9214df7b38a527e3e0b860276328ad7e7e6a2fc16302677d3534","1432357526","2015","4","female","ilg","no","yes","22","yes"
"1588","ac4191c1a78a147f0304c42566207302e94fff7f1ab0dee768e597541d411d65","1432357650","2018","le1","male","macgregor","frat","yes","19","yes"
"1589","d2ffd0ac5536a3fb34e0eed72c743c16e11016eb943d95220a69c47edc54e4a9","1432358391","2015","4","male","east_campus","no","no","22","yes"
"1590","ea211a0d70023b3347a1819072a621e5bd3e5b4831d826da06f82a48377665d1","1432360829","NANS","4","male","macgregor","no","no","21","yes"
"1591","67dfe1ab8fda1e3f1d2b1fdf4c43f31b4bbebe2c8529260402e11c64daf2c5a4","1432363360","2015","4","male","east_campus","no","yes","22","yes"
"1592","86f797513405aca38c46e423d4df8d00627e4c8664f35a1ad8feb9529acfdb76","1432364013","2016","3","male","macgregor","no","no","20","yes"
"1593","80ecc08df29e08d2dc49bbbfd65a69398db3466da35e889ce67e549352e055f9","1432364066","2015","4","male","fraternity","frat","yes","22","yes"
"1594","3c3108034d4e4263bb827559381c427630e67efebaf22ca19e6c71ffa62ddf83","1432365746","2018","le1","male","next_house","frat","yes","19","yes"
"1595","24832fd539a453f9a099afd9eccc63712b279c951f8ccad6b1c29d065d1bc4fd","1432366285","2016","3","male","maseeh","no","yes","20","yes"
"1596","4935e544f5197995249226486c019893e3617922f9d722adee926d5b1b5eedf6","1432366447","2016","3","male","fraternity","frat","yes","21","yes"
"1597","9ee78b2a48cbd7f1fa5231184c6e58432b7d25bd242e269dd636c88e6f9d7af3","1432368089","2017","2","male","fraternity","frat","yes","20","yes"
"1598","141d907195f28b14c9e93f56bdb13e98054016d7c887771a7d873b0298f47b73","1432368581","2018","le1","female","senior_house","no","yes","19","yes"
"1599","bb5cc52ca6c4a6af2b59b1684450ce426b1aa4ad84bad4dc1dd2c4662465fadf","1432369364","2015","4","male","next_house","no","yes","22","yes"
"1600","06bebc225e94a7743a7664465645f0d9a00b51021a96d2065db758859bda250e","1432370404","2016","3","female","sorority","sorority","yes","19","yes"
"1601","ae2044083d31b6dbada5c4de233df3f3f11675a2605efe3637f8a528d7228377","1432379458","2018","le1","male","next_house","frat","yes","19","yes"
"1602","08137516c361611ed070161f842412ddca9032003bb6541a3de46481583250df","1432381526","2018","le1","male","new_house","frat","no","19","yes"
"1603","3b88733745249c06bd71f1b76a51abe8b803500fb537bba8c085270403e99683","1432381940","2018","le1","male","simmons","frat","yes","18","yes"
"1604","0b16ccfef72f5e0de1bad6dd3eef1dc0374c46536a1a3ec90f8e5b59053f7ef4","1432383691","2017","2","female","mccormick","no","yes","19","yes"
"1605","d709f566bf673c38588986733caf3e80b41e540d0bbdaca9140b352a2a2b70ae","1432387688","2017","2","female","simmons","no","yes","19","yes"
"1606","9f646eddd6ad1e443268fef24a8b13d65cc0aa3d49f14524115df4ed0fd4b9d7","1432388126","2018","le1","female","simmons","no","no","19","yes"
"1607","f0f6285b7a7204694b8f2af5c8aa590a539f28f6e8581a0aa9d98a018c92667d","1432390088","2015","4","male","fraternity","frat","yes","22","yes"
"1608","69f2f7247bf93f27f948c071fa9463f44993d7a380e381fe17d704cc7e1b6813","1432390094","2018","le1","female","maseeh","no","yes","18","yes"
"1609","d1f62f14d5d2964367d25081dda7d1c0d0228c5067f65d4046752f0971d42129","1432390518","2015","4","trans","new_house","sorority","yes","21","yes"
"1610","99a7c5a4d7f672a41b74713a6c23571e0c81d03b55f64a0d9279219a153056f3","1432390937","2015","4","female","bc","no","yes","22","yes"
"1611","657ed16aefe5f874cf3552f32ed83722a9c52d89906b1c6ef27897045d88c28d","1432391703","2014","4","male","senior_house","no","yes","22","yes"
"1612","350210503884855935b695e72db2915f8fea1f5eb2eba2ff876d4e04a73c5783","1432391984","2016","3","male","maseeh","frat","no","21","yes"
"1613","ad7309829d8917df54b3414026c143b653c1d46809391ee42e2e225a7d8d0bce","1432393400","2016","3","female","sorority","sorority","yes","21","yes"
"1614","faa4d851b561d62de2493b8aea97b4ee5c5285afc20a15cd4c83013abdaba5f6","1432394942","2016","3","male","next_house","no","yes","21","yes"
"1615","090b86d8d100b9d6fe4c57ee9be403c932903a6ecb3a71d4325ab32885dee42a","1432394980","2017","2","female","simmons","no","yes","20","yes"
"1616","fa1fd0305cba9e6a94ae1cca39b88db8bec07226dcfba60bcebca4c6dd00502e","1432395295","2018","le1","male","baker","no","yes","19","yes"
"1617","c5c43d04edef488c20466d6ac6b3f5e3643d8db4226724617225e378a1288f1f","1432395423","2018","le1","female","simmons","no","yes","18","yes"
